0.0305045	0.0460755	0.539492	0.171079	0.500993	0.610321	0.691164	0
0.0331227	0.0229434	0.54462	0.154382	0.474198	0.586174	0.827341	0
0.0144331	0.0217322	0.544492	0.137302	0.514628	0.594847	0.867828	0
0.0244758	0.0234267	0.546888	0.130606	0.46579	0.554221	0.845701	0
-0.0122542	0.0240308	0.54261	0.126636	0.443489	0.535053	0.812745	0
-0.0299558	0.0241629	0.543705	0.142184	0.545642	0.620658	0.885615	0
-0.0217888	0.0247267	0.540955	0.13667	0.468921	0.569	0.818097	0
-0.0262861	0.0260612	0.54067	0.1606	0.491894	0.603447	0.8195	0
-0.0487708	0.0324632	0.546659	0.17089	0.494963	0.611553	0.712419	0
0.0828718	0.0958687	0.546836	0.214259	0.643726	0.917405	0.885647	0

Combined ACP = -0.00565658 Combined Error on ACP = 0.00847571
