0.000688848	0.0440374	0.534055	0.146609	0.500993	0.610321	0.691164	0
0.0412961	0.022847	0.541534	0.126509	0.474198	0.586174	0.827341	0
0.032043	0.021698	0.544449	0.120222	0.514628	0.594847	0.867828	0
0.0522168	0.0225858	0.54423	0.108338	0.46579	0.554221	0.845701	0
0.0302188	0.0232346	0.542392	0.110024	0.443489	0.535053	0.812745	0
-0.0207856	0.0242656	0.54257	0.11999	0.545642	0.620658	0.885615	0
-0.0505564	0.0241516	0.54238	0.122869	0.468921	0.569	0.818097	0
0.00710266	0.025142	0.544819	0.130513	0.491894	0.603447	0.8195	0
-0.015797	0.0324972	0.538338	0.142702	0.494963	0.611553	0.712419	0
0.0680518	0.0978445	0.527882	0.245194	0.643726	0.917405	0.885647	0

Combined ACP = 0.0104165 Combined Error on ACP = 0.00832923
