-0.0166295	0.0446307	0.544832	0.164548	0.500993	0.610321	0.691164	0
0.00387308	0.0231406	0.542626	0.120852	0.474198	0.586174	0.827341	0
0.00561427	0.0217752	0.544851	0.118543	0.514628	0.594847	0.867828	0
0.0168522	0.0226761	0.544233	0.116875	0.46579	0.554221	0.845701	0
0.0297174	0.0235594	0.543675	0.112301	0.443489	0.535053	0.812745	0
0.0130794	0.0239639	0.545251	0.119975	0.545642	0.620658	0.885615	0
-0.0419177	0.025784	0.539957	0.115261	0.468921	0.569	0.818097	0
-0.0382096	0.0265543	0.54297	0.135243	0.491894	0.603447	0.8195	0
-0.113774	0.0327498	0.544337	0.157866	0.494963	0.611553	0.712419	0
0.237495	0.110508	0.551356	0.190845	0.643726	0.917405	0.885647	0

Combined ACP = -0.00821862 Combined Error on ACP = 0.00848102
