0.056694	0.0414207	0.539619	0.145621	0.500993	0.610321	0.691164	0
-0.00874654	0.0226071	0.540481	0.124114	0.474198	0.586174	0.827341	0
-0.00303744	0.0206365	0.544188	0.121665	0.514628	0.594847	0.867828	0
0.00107773	0.0223587	0.541919	0.116568	0.46579	0.554221	0.845701	0
-0.00532492	0.0237378	0.541011	0.11308	0.443489	0.535053	0.812745	0
-0.00434902	0.0238274	0.544385	0.121116	0.545642	0.620658	0.885615	0
-0.0306555	0.0246482	0.544751	0.119306	0.468921	0.569	0.818097	0
-0.0124611	0.0265289	0.543381	0.126305	0.491894	0.603447	0.8195	0
0.000988511	0.0327443	0.542552	0.154785	0.494963	0.611553	0.712419	0
0.138475	0.0891952	0.530371	0.214253	0.643726	0.917405	0.885647	0

Combined ACP = -0.00290737 Combined Error on ACP = 0.00829046
