0.0714634	0.0439456	0.541458	0.144892	0.500993	0.610321	0.691164	0
-0.00908137	0.022691	0.541801	0.118751	0.474198	0.586174	0.827341	0
0.0284827	0.0213558	0.543582	0.119615	0.514628	0.594847	0.867828	0
-0.00624327	0.0228976	0.543927	0.113948	0.46579	0.554221	0.845701	0
0.0250312	0.0227996	0.542451	0.1162	0.443489	0.535053	0.812745	0
0.0293227	0.0242702	0.542033	0.113107	0.545642	0.620658	0.885615	0
0.0090894	0.0243512	0.544437	0.114787	0.468921	0.569	0.818097	0
-0.00076909	0.0258119	0.545009	0.130902	0.491894	0.603447	0.8195	0
0.0175832	0.0332318	0.541258	0.140301	0.494963	0.611553	0.712419	0
0.0819517	0.0942245	0.526542	0.24997	0.643726	0.917405	0.885647	0

Combined ACP = 0.0149567 Combined Error on ACP = 0.00833715
