-0.000255576	0.0421108	0.538982	0.145469	0.500993	0.610321	0.691164	0
9.31785e-05	0.0232349	0.542656	0.122257	0.474198	0.586174	0.827341	0
0.019249	0.0213696	0.542905	0.120478	0.514628	0.594847	0.867828	0
-0.00154344	0.0223832	0.543506	0.109879	0.46579	0.554221	0.845701	0
-0.0518285	0.0236156	0.542636	0.115899	0.443489	0.535053	0.812745	0
0.0309393	0.0236602	0.545767	0.127565	0.545642	0.620658	0.885615	0
-0.0130594	0.0244929	0.542435	0.121782	0.468921	0.569	0.818097	0
0.00113685	0.0258923	0.542987	0.127911	0.491894	0.603447	0.8195	0
0.00487272	0.031643	0.540101	0.143752	0.494963	0.611553	0.712419	0
-0.0337873	0.0866839	0.558245	0.271212	0.643726	0.917405	0.885647	0

Combined ACP = -0.00216908 Combined Error on ACP = 0.00831262
