-0.0485593	0.043907	0.538213	0.149579	0.500993	0.610321	0.691164	0
-0.00330835	0.022407	0.542803	0.134368	0.474198	0.586174	0.827341	0
0.0158976	0.0211608	0.542173	0.122866	0.514628	0.594847	0.867828	0
0.0195035	0.0220475	0.543946	0.113004	0.46579	0.554221	0.845701	0
0.00649693	0.0230243	0.542723	0.114594	0.443489	0.535053	0.812745	0
-0.00573788	0.0240658	0.543243	0.122952	0.545642	0.620658	0.885615	0
-0.00903674	0.025229	0.541966	0.124769	0.468921	0.569	0.818097	0
0.0297152	0.0257226	0.546083	0.135787	0.491894	0.603447	0.8195	0
-0.0290118	0.0326843	0.545015	0.133735	0.494963	0.611553	0.712419	0
-0.0683347	0.108474	0.55089	0.207999	0.643726	0.917405	0.885647	0

Combined ACP = 0.00159542 Combined Error on ACP = 0.00829955
